,asset1,asset2,correlation
1088,INTU,WDAY,0.7161011889069195
554,ASML,SNPS,0.7149902046094402
388,AMD,ON,0.7144419572607502
734,CPRT,INTU,0.713949276291066
507,ASML,AVGO,0.7133809747546273
915,DDOG,ZS,0.7132804706166033
1067,INTU,MSFT,0.7121255303324954
377,AMD,MCHP,0.7120162005950271
1225,MDB,ZS,0.7119121339009592
585,AVGO,NVDA,0.7118179531526083
136,ADBE,MSFT,0.7110650787693242
510,ASML,CDNS,0.7088901091287297
955,GFS,NXPI,0.7085423359275679
1123,KLAC,MU,0.7061670235885963
112,ADBE,CDNS,0.705834934143493
26,AAPL,GOOGL,0.7044073310524818
1222,MDB,TEAM,0.7041199125748998
950,GFS,MCHP,0.7036649798830148
104,ADBE,ADSK,0.7034225986578317
149,ADBE,SNPS,0.7022821216257032
158,ADI,AMD,0.7016392664685035
1279,MSFT,NVDA,0.7014887057969647
488,ANSS,SNPS,0.7013183324754411
391,AMD,SNPS,0.7012346246360052
349,AMAT,SNPS,0.7010793207436298
25,AAPL,GOOG,0.7009218102960736
848,CTAS,ROP,0.7000967071156632
641,CDNS,KLAC,0.6995899723941466
1264,MRVL,MU,0.6989718204924678
1338,ON,QCOM,0.6982995530627693
295,ADSK,SNPS,0.6982456676058019
416,AMZN,INTU,0.6981840787545552
590,AVGO,QCOM,0.6977723767340624
778,CRWD,PANW,0.6950841921238717
196,ADI,NVDA,0.692910644434779
1164,LRCX,SNPS,0.6926633284757651
252,ADSK,CDNS,0.6901837797951622
426,AMZN,MSFT,0.6898207387721768
1309,NVDA,ON,0.6889155301598382
513,ASML,CPRT,0.6881760312644751
529,ASML,INTU,0.687140863230218
588,AVGO,ON,0.6870965629287328
248,ADSK,ASML,0.6866600788917357
543,ASML,MU,0.6862070326270842
360,AMD,CDNS,0.6859982796605106
413,AMZN,GOOG,0.6859509114862604
9,AAPL,ASML,0.685647086174784
1299,MU,NXPI,0.6855684397922374
254,ADSK,CPRT,0.6853647113380555
30,AAPL,INTU,0.6852642419992988
478,ANSS,NVDA,0.6850456401102983
182,ADI,INTU,0.6833399770721195
1198,MCHP,MU,0.683002492183332
963,GOOG,INTU,0.6825478287438665
1301,MU,QCOM,0.6814706401313436
988,GOOGL,INTU,0.6813204431676602
358,AMD,AVGO,0.6812260755682408
414,AMZN,GOOGL,0.6811926869087754
650,CDNS,MSFT,0.6807539966276
1287,MSFT,SNPS,0.6807357264044397
51,AAPL,QCOM,0.6796994975937184
736,CPRT,KLAC,0.6784328876783827
313,AMAT,CDNS,0.6776306215015334
1311,NVDA,QCOM,0.6769623915557827
443,ANSS,ASML,0.676877242376802
449,ANSS,CPRT,0.6761543514058099
1089,INTU,ZS,0.6758252334396995
475,ANSS,MSFT,0.6757273373936097
390,AMD,QCOM,0.6742476833464468
394,AMD,TXN,0.6725587988205415
81,ABNB,MAR,0.6720407607649403
108,ADBE,ANSS,0.6720207162843244
956,GFS,ON,0.6719888100501038
18,AAPL,CTAS,0.6714443876947598
541,ASML,MSFT,0.6711840492969775
643,CDNS,LRCX,0.6706078912496459
1298,MU,NVDA,0.670313333739185
207,ADI,SNPS,0.6700641384406711
878,DASH,MELI,0.6678840831077405
1071,INTU,NVDA,0.6675962072820434
769,CRWD,DDOG,0.6673997195201323
156,ADI,ADSK,0.6672304720198262
68,ABNB,BKNG,0.6658637369768288
195,ADI,MU,0.6653750995771452
321,AMAT,GFS,0.6650718848024747
275,ADSK,MCHP,0.6645783801641015
384,AMD,MU,0.6645516439362381
57,AAPL,TXN,0.6645204838054868
2,AAPL,ADI,0.6640188636982568
1304,MU,TXN,0.6633906026113853
176,ADI,GFS,0.6633897977237729
164,ADI,CDNS,0.6633028340311422
1390,TEAM,ZS,0.6632994054649735
722,CPRT,CTAS,0.6632337968640353
45,AAPL,NVDA,0.6631543732079145
1317,NVDA,TXN,0.663090452403495
464,ANSS,KLAC,0.6620784271160479
362,AMD,CPRT,0.661584925293648
37,AAPL,MCHP,0.6608089602505516
1062,INTU,MCHP,0.660785927660573
894,DASH,TTD,0.6607304521968577
138,ADBE,NVDA,0.6604788280486393
942,FTNT,PANW,0.6604485745280739
773,CRWD,MDB,0.6600274038771099
382,AMD,MSFT,0.6597883393828569
749,CPRT,NVDA,0.6597860960568233
1083,INTU,TEAM,0.6597614545117059
852,CTAS,VRSK,0.6596690361299293
1209,MCHP,SNPS,0.659505939337843
620,BKR,FANG,0.6584734734795756
593,AVGO,SNPS,0.6582790288592828
316,AMAT,CPRT,0.6582695680954738
1371,QCOM,SNPS,0.6582493608399277
166,ADI,CPRT,0.6581294749607324
1389,TEAM,WDAY,0.6580143913349054
970,GOOG,META,0.657473590611715
110,ADBE,ASML,0.6566782064888396
1057,INTU,KLAC,0.6563590538931355
1,AAPL,ADBE,0.65635519991877
493,ANSS,WDAY,0.6562473548297189
4,AAPL,ADSK,0.6556976745502727
995,GOOGL,META,0.6556291466199272
301,ADSK,WDAY,0.6555808550948279
741,CPRT,MCHP,0.6551342133747898
128,ADBE,KLAC,0.6550303286466993
284,ADSK,NVDA,0.6545774205062003
1300,MU,ON,0.6544359068431634
309,AMAT,ANSS,0.6540524001018322
948,GFS,KLAC,0.6539478095914731
14,AAPL,CPRT,0.6538330957767777
160,ADI,ANSS,0.6531574338755006
165,ADI,CDW,0.653155347750495
1327,NXPI,SNPS,0.6529700336659674
5,AAPL,AMAT,0.6529046526669486
1021,IDXX,ISRG,0.6525729833700356
750,CPRT,NXPI,0.6519222107750885
223,ADP,CTAS,0.6517789179296034
111,ADBE,AVGO,0.6515154848252277
951,GFS,MRVL,0.6514777899168985
260,ADSK,DDOG,0.6512861548826209
73,ABNB,DASH,0.6511867895980649
1063,INTU,MDB,0.6510275855214563
1110,KDP,PEP,0.6505255379815066
959,GFS,TXN,0.6501601475086123
124,ADBE,GOOGL,0.649809224868659
469,ANSS,MCHP,0.6497600296036652
280,ADSK,MSFT,0.6497417838650942
693,CDW,NXPI,0.6494349713720895
123,ADBE,GOOG,0.6493141257754562
688,CDW,MCHP,0.6491896441640101
584,AVGO,MU,0.6475076718913578
1047,INTC,MCHP,0.6471350762595095
829,CTAS,INTU,0.6470932264182191
243,ADSK,AMAT,0.6470629140017768
1271,MRVL,SNPS,0.6458101106457979
452,ANSS,CTAS,0.6456086590672355
10,AAPL,AVGO,0.6446788217059723
296,ADSK,TEAM,0.6446609374008303
645,CDNS,MCHP,0.6443796972534112
1064,INTU,MELI,0.6442958846717733
560,AVGO,CDNS,0.6442742476319655
949,GFS,LRCX,0.6440228612912101
1072,INTU,NXPI,0.6437892033187177
302,ADSK,ZS,0.6435376878153631
327,AMAT,INTU,0.643472720795726
684,CDW,KLAC,0.643378467677701
106,ADBE,AMD,0.6423903337373331
738,CPRT,LRCX,0.6419872557609339
900,DDOG,INTU,0.6416182743197844
474,ANSS,MRVL,0.6412324277487257
181,ADI,INTC,0.6410041477896217
845,CTAS,PAYX,0.640958587992374
105,ADBE,AMAT,0.6401939720245771
271,ADSK,KLAC,0.6400978304097795
356,AMD,ANSS,0.639800747570449
32,AAPL,KLAC,0.639772566713545
649,CDNS,MRVL,0.6389439331211874
974,GOOG,NVDA,0.6376061820888569
629,CDNS,CTAS,0.63719605348055
285,ADSK,NXPI,0.6371611603190064
11,AAPL,CDNS,0.6371401344200657
326,AMAT,INTC,0.6370524934876912
824,CTAS,FAST,0.636810124239149
999,GOOGL,NVDA,0.6367873702475156
1059,INTU,LRCX,0.6366171804783174
1079,INTU,QCOM,0.63658193770998
369,AMD,GOOGL,0.6365145810091032
523,ASML,GFS,0.6364665173746521
1055,INTC,TXN,0.6362852619484044
653,CDNS,NXPI,0.6361151058436952
135,ADBE,MRVL,0.6360315686305708
957,GFS,QCOM,0.6358731163528087
1066,INTU,MRVL,0.6354870393817178
659,CDNS,QCOM,0.6354800575794807
1052,INTC,NXPI,0.6352421440101745
245,ADSK,AMZN,0.6350554229224729
460,ANSS,IDXX,0.634961343321451
1387,SNPS,ZS,0.6347624173077484
368,AMD,GOOG,0.6345918177482397
153,ADBE,WDAY,0.6340475204840015
466,ANSS,LRCX,0.6334476550013683
872,DASH,INTU,0.6333311340240251
887,DASH,PLTR,0.6331062152269138
114,ADBE,CPRT,0.6329220405496259
371,AMD,INTU,0.6325647539398355
1056,INTU,ISRG,0.631683144817814
338,AMAT,MSFT,0.6312284590279837
491,ANSS,TXN,0.6308135298857446
367,AMD,GFS,0.6302551493593548
1292,MSFT,WDAY,0.6295403658377355
931,FAST,ROP,0.6292341972247559
1262,MRVL,MSFT,0.6292256502223615
1076,INTU,PAYX,0.6290074604110291
244,ADSK,AMD,0.6287904211637564
46,AAPL,NXPI,0.6286753357950209
1122,KLAC,MSFT,0.6285725605030511
511,ASML,CDW,0.6285209081371335
279,ADSK,MRVL,0.628455336685928
54,AAPL,SNPS,0.628428064791665
764,CPRT,TXN,0.6283996197431025
1394,TTD,ZS,0.6282154254444171
444,ANSS,AVGO,0.6280324706910603
666,CDNS,TXN,0.6279470233162359
411,AMZN,DDOG,0.627943933613174
1384,SNPS,TXN,0.6278925141691064
1054,INTC,QCOM,0.6278921598855863
6,AAPL,AMD,0.627648053818142
34,AAPL,LRCX,0.6273646602034756
707,COST,CTAS,0.6270203157914109
1346,PANW,ZS,0.6267899449283835
702,CDW,TXN,0.6262148275060416
485,ANSS,QCOM,0.6260044649716405
1086,INTU,TXN,0.6253596665919113
102,ADBE,ADI,0.6250999137695122
8,AAPL,ANSS,0.6250199902578002
747,CPRT,MSFT,0.6245909568792265
249,ADSK,AVGO,0.6241194146722615
840,CTAS,MSFT,0.6235663796840166
782,CRWD,TEAM,0.6235393306563852
129,ADBE,LRCX,0.623153103246962
1386,SNPS,WDAY,0.6231439133141765
525,ASML,GOOGL,0.622896270859842
267,ADSK,IDXX,0.6228672002378493
1085,INTU,TTD,0.6228192662041755
721,CPRT,CSGP,0.6224409507918445
574,AVGO,INTU,0.6224189805642167
1020,IDXX,INTU,0.6223049469449378
41,AAPL,MRVL,0.6222829908020939
7,AAPL,AMZN,0.6222319998122996
272,ADSK,LRCX,0.6221772741334025
479,ANSS,NXPI,0.6220773183192864
1046,INTC,LRCX,0.6217505034388596
1224,MDB,WDAY,0.6216492088883209
314,AMAT,CDW,0.621446983343628
1045,INTC,KLAC,0.6213958156068422
760,CPRT,SBUX,0.6213784761686129
287,ADSK,ON,0.6211658449326612
668,CDNS,WDAY,0.6208917512563323
99,ABNB,TTD,0.6206979827845666
437,AMZN,TEAM,0.62049962589354
675,CDW,CTAS,0.6202143191032901
264,ADSK,GOOG,0.6201421733653788
299,ADSK,TXN,0.61982966788371
524,ASML,GOOG,0.6197071653378609
1378,ROP,VRSK,0.61950417191973
743,CPRT,MELI,0.6194051325541726
265,ADSK,GOOGL,0.6193194320811659
914,DDOG,WDAY,0.6183118059831514
827,CTAS,HON,0.6181190833953891
298,ADSK,TTD,0.6176536631741536
270,ADSK,ISRG,0.6176176607627325
276,ADSK,MDB,0.6176100785800952
517,ASML,CTAS,0.6175171855366591
563,AVGO,CPRT,0.6169049259793891
733,CPRT,IDXX,0.6167245311413772
146,ADBE,QCOM,0.6165634496570297
84,ABNB,MELI,0.6163621733508627
291,ADSK,PYPL,0.6159935543979743
1362,PLTR,ZS,0.6159185682417773
398,AMZN,ANSS,0.6153393868801801
831,CTAS,KLAC,0.6152347304904209
292,ADSK,QCOM,0.6152241929158696
107,ADBE,AMZN,0.6152059526178856
583,AVGO,MSFT,0.6150226093598378
1017,HON,PCAR,0.614476074238108
735,CPRT,ISRG,0.6144666099299106
131,ADBE,MCHP,0.6143557384058935
400,AMZN,ASML,0.614239911794338
568,AVGO,GFS,0.613847658425031
917,DXCM,ISRG,0.6135852035520142
751,CPRT,ODFL,0.6134087433149712
152,ADBE,TXN,0.6129907571848735
193,ADI,MSFT,0.6129518900404268
896,DASH,ZS,0.6125639801598388
1290,MSFT,TXN,0.6124358323419571
1077,INTU,PLTR,0.6123769644939675
257,ADSK,CTAS,0.6122486169848329
647,CDNS,MELI,0.6121982304501723
686,CDW,LRCX,0.6121332166396619
799,CSGP,INTU,0.6115825017649463
463,ANSS,ISRG,0.6115601002822006
781,CRWD,SNPS,0.6112855999407255
1041,IDXX,VRSK,0.6112160541588018
746,CPRT,MRVL,0.6111746246765112
1339,ON,SNPS,0.6108069931263975
1074,INTU,ON,0.6107351274006054
486,ANSS,ROP,0.6101458333981982
689,CDW,MRVL,0.6100026871863221
1396,WDAY,ZS,0.6098274857795153
230,ADP,INTU,0.6097407713080714
671,CDW,CPRT,0.6093325774750872
277,ADSK,MELI,0.6089255987385944
355,AMD,AMZN,0.6085275566790485
758,CPRT,ROP,0.6082119316466795
727,CPRT,FAST,0.6081450922654085
850,CTAS,SNPS,0.6081062455335793
178,ADI,GOOGL,0.6079509380181077
1241,MELI,SNPS,0.6079173996673403
1382,SNPS,TEAM,0.6079114510929841
954,GFS,NVDA,0.6078261203858184
672,CDW,CSCO,0.6078028131667523
423,AMZN,MELI,0.6075538694762762
913,DDOG,TTD,0.6075228617462101
1357,PLTR,SNPS,0.6073726881670215
851,CTAS,TXN,0.6067970365866272
772,CRWD,INTU,0.6067552821672527
1244,MELI,TTD,0.6064770915904486
439,AMZN,TTD,0.6062731129182146
422,AMZN,MDB,0.6062461578051596
918,EA,TTWO,0.6060265867048229
528,ASML,INTC,0.6059531959103728
930,FAST,PAYX,0.6058335328927349
436,AMZN,SNPS,0.6056886909807288
403,AMZN,CDNS,0.6053805470504071
323,AMAT,GOOGL,0.605378817498968
177,ADI,GOOG,0.6052954895520689
1154,LRCX,MSFT,0.6052858582967969
1221,MDB,SNPS,0.6051528815861208
370,AMD,INTC,0.6047808837814269
911,DDOG,SNPS,0.6046096343290096
425,AMZN,MRVL,0.6045160430858156
757,CPRT,QCOM,0.604225865473643
1223,MDB,TTD,0.6041575270402127
405,AMZN,CPRT,0.6040549537710133
322,AMAT,GOOG,0.6038238436636022
255,ADSK,CRWD,0.6037788294391444
1196,MCHP,MSFT,0.6037709947750651
49,AAPL,PAYX,0.6033807568106311
1348,PAYX,ROP,0.6028768710878314
424,AMZN,META,0.6026335563116634
458,ANSS,GOOGL,0.6020802721796649
1050,INTC,MU,0.6020782316250114
1078,INTU,PYPL,0.6020144527053239
1016,HON,PAYX,0.6017908342343593
532,ASML,LIN,0.6016761000671592
457,ANSS,GOOG,0.6014162355513281
1080,INTU,ROP,0.6006962275125578
1388,TEAM,TTD,0.600492590551183
655,CDNS,ON,0.6004797272963619
695,CDW,ON,0.6003701025274407
259,ADSK,DASH,0.600317524796834
636,CDNS,GOOGL,0.6000606326053894
430,AMZN,NVDA,0.5998083537264038
658,CDNS,PLTR,0.5997906704255684
62,ABNB,ADSK,0.5996563917637956
779,CRWD,PLTR,0.5996275005595793
290,ADSK,PLTR,0.5995953843448221
922,FAST,HON,0.5995710286201037
1235,MELI,NVDA,0.5994893819839772
494,ANSS,ZS,0.5994403834887375
770,CRWD,FTNT,0.5992874426344812
410,AMZN,DASH,0.5992821215739395
635,CDNS,GOOG,0.5992219928457416
441,AMZN,WDAY,0.5990289152573898
730,CPRT,GOOG,0.5990259132157854
561,AVGO,CDW,0.598706043203497
1248,META,MSFT,0.5985434250113654
1352,PAYX,VRSK,0.5982997700500985
1060,INTU,LULU,0.5980709223477093
170,ADI,CTAS,0.5979901983163899
1219,MDB,PLTR,0.5978519654259294
669,CDNS,ZS,0.5975630500494694
241,ADP,VRSK,0.5972449027059127
766,CPRT,WDAY,0.5968689724343446
1186,MAR,NXPI,0.5966073354475512
1360,PLTR,TTD,0.5965488026701194
660,CDNS,ROP,0.596204412033773
139,ADBE,NXPI,0.5961959437391187
1040,IDXX,TXN,0.5961284701476388
990,GOOGL,KLAC,0.5956122266385535
906,DDOG,MSFT,0.5956117963442881
965,GOOG,KLAC,0.5954600768798199
731,CPRT,GOOGL,0.5953317842089237
1008,GOOGL,TXN,0.5950722640742895
12,AAPL,CDW,0.5945463045400052
628,CDNS,CRWD,0.594338541439147
983,GOOG,TXN,0.5943365224255093
519,ASML,DASH,0.5942568706973119
696,CDW,PAYX,0.5941066121272796
739,CPRT,LULU,0.5938141906106755
785,CRWD,WDAY,0.5937310775611296
884,DASH,NVDA,0.5937242874235359
836,CTAS,MCHP,0.5932428275911183
1182,MAR,MCHP,0.5931331233437631
752,CPRT,ON,0.5931045225263856
1013,HON,LIN,0.5924947372895089
909,DDOG,PLTR,0.5923699329140856
471,ANSS,MELI,0.5918990165169433
206,ADI,SBUX,0.5913997185886878
527,ASML,IDXX,0.5910842949050072
1038,IDXX,SNPS,0.5910691032840536
1005,GOOGL,SNPS,0.5908481570565873
1111,KHC,MDLZ,0.5904687668488412
637,CDNS,IDXX,0.5903348319741807
740,CPRT,MAR,0.5901206559421683
980,GOOG,SNPS,0.5900917863757725
1019,HON,TXN,0.5900539085711566
784,CRWD,TTD,0.5900133761304164
530,ASML,ISRG,0.5899641557341808
3,AAPL,ADP,0.5898963521200643
991,GOOGL,LRCX,0.5893703968824605
573,AVGO,INTC,0.5890277919453694
888,DASH,PYPL,0.5888865561574559
992,GOOGL,MCHP,0.5888246808699488
77,ABNB,INTU,0.5886560002523179
1280,MSFT,NXPI,0.5886461371998943
237,ADP,ROP,0.5882343019681804
724,CPRT,DASH,0.5881486480668111
442,AMZN,ZS,0.5877390828775929
820,CSX,PAYX,0.5877269308057832
971,GOOG,MRVL,0.5874304015140988
1112,KHC,PEP,0.5871538860279871
317,AMAT,CTAS,0.5870742113440537
967,GOOG,MCHP,0.5870347509423451
966,GOOG,LRCX,0.5870004913633039
683,CDW,INTU,0.5869307349702695
936,FTNT,INTU,0.5863771644735315
228,ADP,HON,0.5860507736226447
996,GOOGL,MRVL,0.5859621805587573
1048,INTC,MRVL,0.5859245701050896
1259,MNST,PEP,0.5858323914712877
877,DASH,MDB,0.5854825925832903
1004,GOOGL,QCOM,0.5854426732134406
1284,MSFT,QCOM,0.5852622905923875
828,CTAS,IDXX,0.5851095161701809
979,GOOG,QCOM,0.5851078907463496
565,AVGO,CTAS,0.5846865506768735
48,AAPL,ON,0.58439976350464
52,AAPL,ROP,0.5841550088500151
1065,INTU,META,0.5837769412702338
508,ASML,BKNG,0.583450050912523
31,AAPL,ISRG,0.5830410872523112
631,CDNS,DDOG,0.5829600057166732
217,ADP,CDW,0.582952241792354
1036,IDXX,ROP,0.5827646239307526
1217,MDB,NVDA,0.582620056021029
1310,NVDA,PLTR,0.5822430981292216
1275,MRVL,WDAY,0.5820763985091845
1245,MELI,WDAY,0.5819771996872114
83,ABNB,MDB,0.5816583338309206
489,ANSS,TEAM,0.5812757196997743
22,AAPL,FAST,0.5809488300572285
1087,INTU,VRSK,0.5807703194033772
891,DASH,SNPS,0.5804443385946835
454,ANSS,DDOG,0.5802903582278391
833,CTAS,LRCX,0.5802622347352275
842,CTAS,NXPI,0.5799376132034999
379,AMD,MELI,0.5798787901480356
538,ASML,MELI,0.5798124532357506
451,ANSS,CSGP,0.5797173389034727
253,ADSK,CDW,0.5796206610033658
753,CPRT,PAYX,0.579601084679413
830,CTAS,ISRG,0.5793206244717999
125,ADBE,IDXX,0.5790826956436275
535,ASML,MAR,0.5790719462686311
1315,NVDA,TSLA,0.5788571458554593
945,FTNT,ZS,0.578640747578533
180,ADI,IDXX,0.5779285532731204
481,ANSS,ON,0.5776272013945103
256,ADSK,CSGP,0.5776270041121981
55,AAPL,TSLA,0.5775786785725424
1081,INTU,SBUX,0.5774238246556431
1358,PLTR,TEAM,0.5773753870206697
335,AMAT,MELI,0.5770910355959765
1216,MDB,MSFT,0.5770013423048848
289,ADSK,PAYX,0.5768983444070707
61,ABNB,ADI,0.5768411015076407
982,GOOG,TTD,0.5767832956061968
663,CDNS,TEAM,0.5765687685036627
748,CPRT,MU,0.5764732697103617
225,ADP,FAST,0.5764438099810163
558,ASML,WDAY,0.5758908409642616
44,AAPL,MU,0.5757712526791051
13,AAPL,COST,0.5757214550718865
1246,MELI,ZS,0.5754291037126756
1231,MELI,MSFT,0.5752475171085221
40,AAPL,META,0.5748723542455938
154,ADBE,ZS,0.5748098915130545
418,AMZN,KLAC,0.5747890448732074
117,ADBE,CTAS,0.5745349126686452
1238,MELI,PLTR,0.5743875951416081
1214,MDB,MELI,0.5741777253421665
737,CPRT,LIN,0.5740641962021447
1103,ISRG,SNPS,0.5739257393259563
67,ABNB,ASML,0.5738389102971536
286,ADSK,ODFL,0.5729136630628352
646,CDNS,MDB,0.5724053588411411
1007,GOOGL,TTD,0.5720883626424603
293,ADSK,ROP,0.571963766179712
606,BKNG,CPRT,0.5718990580987309
247,ADSK,APP,0.5718123491238087
698,CDW,QCOM,0.5716222818945421
171,ADI,CTSH,0.5715278799082093
183,ADI,ISRG,0.5714877258697169
745,CPRT,MNST,0.5713515864370912
39,AAPL,MELI,0.5712455462773596
188,ADI,MAR,0.571232480657491
406,AMZN,CRWD,0.5710453526661364
958,GFS,SNPS,0.5709865523597933
904,DDOG,MELI,0.570945206550216
564,AVGO,CSCO,0.5709268861320048
929,FAST,ODFL,0.5702540192403122
28,AAPL,IDXX,0.5701524107057772
765,CPRT,VRSK,0.5700463735661457
623,CCEP,MNST,0.5699839181507123
305,AEP,PEP,0.5696705846119009
553,ASML,SBUX,0.5694502068434247
725,CPRT,DDOG,0.5691465699212468
933,FAST,TXN,0.5690946645614628
342,AMAT,ODFL,0.5689954743840427
1383,SNPS,TTD,0.568477963102793
92,ABNB,PLTR,0.5684256982163421
219,ADP,CPRT,0.5683348690507293
59,AAPL,WDAY,0.5682028658683338
1119,KLAC,MELI,0.5681649518713393
768,CRWD,DASH,0.5680993421234944
470,ANSS,MDB,0.5680195436032562
794,CSGP,CTAS,0.5677654008564778
1096,ISRG,MSFT,0.5676544385383385
484,ANSS,PYPL,0.5673817342330066
1239,MELI,PYPL,0.5672837869175181
1053,INTC,ON,0.5672407097117411
717,COST,ROP,0.5667776532281606
273,ADSK,LULU,0.5667327029550933
1356,PEP,XEL,0.5666547258671504
147,ADBE,ROP,0.5665385892061071
70,ABNB,CPRT,0.5664185030588021
964,GOOG,ISRG,0.5663898443614329
943,FTNT,SNPS,0.5658464723013276
1335,ODFL,ROP,0.5657932620712768
127,ADBE,ISRG,0.5656913414998861
857,CTSH,INTU,0.5656632632995311
832,CTAS,LIN,0.5654832741529029
1069,INTU,MU,0.5654806687875608
101,ABNB,ZS,0.5654750655272132
132,ADBE,MDB,0.5654746605645896
876,DASH,MCHP,0.5654105297884069
1319,NVDA,ZS,0.5652606694051724
490,ANSS,TTD,0.5650284208368799
1288,MSFT,TEAM,0.5649843050376653
989,GOOGL,ISRG,0.5643880917484444
308,AMAT,AMZN,0.5641989882785458
1109,KDP,MDLZ,0.5637868108631537
1337,ODFL,TXN,0.5637601698995334
282,ADSK,MU,0.5637215237468902
570,AVGO,GOOGL,0.5636565749386728
882,DASH,MSTR,0.5634536918526966
953,GFS,MU,0.5634037189677306
1187,MAR,ON,0.5634010467447735
732,CPRT,HON,0.5631760705390879
185,ADI,LIN,0.5631576237749334
74,ABNB,DDOG,0.563034566827847
1285,MSFT,ROP,0.5629571550320479
651,CDNS,MU,0.5625660279574416
90,ABNB,NXPI,0.5624979259719965
681,CDW,HON,0.5624804543983696
706,COST,CPRT,0.5620772365048319
1276,MRVL,ZS,0.5620662229941378
860,CTSH,MCHP,0.56198399019078
333,AMAT,MAR,0.5619078375481346
